date,market_id,market,stage,channel_id,channel,channel_group,spend,impressions,new_rider_signups,ride_requests,completed_rides,incremental_rides,incremental_rides_per_100_driver_hours,roi,supply_coverage_pct,rider_repeat_rate_pct
2026-02-15,MKT-MIA,South Florida Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,565,61897,699,209,105,60,2.39,1.017,62.0,73.0
2026-02-15,MKT-MIA,South Florida Launch,Launch,welcome_drip,Welcome drip,Lifecycle,31,1721,29,11,5,2,0.08,0.125,62.0,73.0
2026-02-15,MKT-MIA,South Florida Launch,Launch,winback_drip,Winback drip,Lifecycle,70,5543,45,18,9,4,0.16,0.172,62.0,73.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,paid_search,Paid search,Paid media,2651,164561,2141,646,333,204,9.14,0.359,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,paid_social,Paid social,Paid media,1160,84309,774,343,196,145,6.49,0.986,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,organic_social,Organic social,Organic,105,8940,51,19,9,5,0.22,-0.241,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,driver_referral,Driver referral,Referral,218,17685,321,89,52,34,1.52,2.424,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,rider_referral,Rider referral,Referral,437,37593,699,206,101,52,2.33,1.289,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1487,96118,1049,365,160,90,4.03,-0.003,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,929,54422,818,384,225,158,7.08,2.274,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,welcome_drip,Welcome drip,Lifecycle,26,1736,36,9,4,2,0.09,0.227,55.0,61.0
2026-02-15,MKT-HOU,Gulf Launch,Launch,winback_drip,Winback drip,Lifecycle,35,2131,18,8,3,1,0.04,-0.532,55.0,61.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,paid_search,Paid search,Paid media,2581,217129,1142,299,144,75,3.55,-0.404,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,paid_social,Paid social,Paid media,2380,183555,923,384,166,103,4.87,-0.159,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,organic_social,Organic social,Organic,105,6030,29,7,3,1,0.05,-0.803,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,driver_referral,Driver referral,Referral,317,26365,294,128,59,47,2.22,1.379,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,rider_referral,Rider referral,Referral,314,24303,405,105,57,29,1.37,0.437,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1522,148538,2003,792,374,223,10.54,1.421,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,403,38917,157,46,21,12,0.57,-0.376,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,welcome_drip,Welcome drip,Lifecycle,71,2829,54,24,10,5,0.24,0.366,52.0,64.0
2026-02-15,MKT-DFW,North Texas Launch,Launch,winback_drip,Winback drip,Lifecycle,41,1761,34,9,4,3,0.14,0.541,52.0,64.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,paid_search,Paid search,Paid media,1913,165619,1007,311,146,114,5.71,0.183,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,paid_social,Paid social,Paid media,2211,99516,1620,468,188,91,4.56,-0.254,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,organic_social,Organic social,Organic,125,6782,65,22,10,6,0.3,0.052,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,driver_referral,Driver referral,Referral,209,14480,289,71,37,21,1.05,0.589,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,rider_referral,Rider referral,Referral,288,13461,120,43,19,10,0.5,-0.32,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1564,97952,868,346,168,106,5.31,0.199,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,819,61563,319,134,67,36,1.8,-0.095,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,welcome_drip,Welcome drip,Lifecycle,46,4170,80,21,10,4,0.2,0.544,49.0,58.0
2026-02-15,MKT-ATL,Southeast Launch,Launch,winback_drip,Winback drip,Lifecycle,56,4607,86,30,12,8,0.4,1.935,49.0,58.0
2026-02-15,MKT-GSO,Triad Local,Emerging,paid_search,Paid search,Paid media,1199,79556,689,179,102,79,4.37,0.249,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,paid_social,Paid social,Paid media,1652,126656,971,352,214,112,6.19,0.072,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,organic_social,Organic social,Organic,59,3733,10,3,1,0,0.0,-1.0,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,driver_referral,Driver referral,Referral,222,10117,88,19,13,10,0.55,-0.015,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,rider_referral,Rider referral,Referral,149,7662,50,11,7,3,0.17,-0.635,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,vehicle_exterior,Vehicle exterior ads,Field marketing,445,39676,358,71,38,21,1.16,-0.237,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,in_vehicle,In-vehicle cards,Field marketing,243,19603,170,38,26,18,0.99,0.495,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,welcome_drip,Welcome drip,Lifecycle,28,1234,11,3,2,1,0.06,-0.262,66.0,77.0
2026-02-15,MKT-GSO,Triad Local,Emerging,winback_drip,Winback drip,Lifecycle,31,1581,20,5,3,1,0.06,-0.488,66.0,77.0
2026-02-16,MKT-DC,Capital Core,Core,paid_search,Paid search,Paid media,1569,87482,729,336,237,109,1.58,0.399,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,paid_social,Paid social,Paid media,1211,52816,575,351,264,197,2.86,1.919,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,organic_social,Organic social,Organic,42,2934,23,15,11,5,0.07,1.436,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,driver_referral,Driver referral,Referral,109,6186,84,55,41,26,0.38,4.155,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,rider_referral,Rider referral,Referral,194,7624,107,43,36,26,0.38,1.712,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,773,57589,177,93,79,43,0.62,0.149,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,in_vehicle,In-vehicle cards,Field marketing,531,50134,572,248,183,89,1.29,1.981,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,welcome_drip,Welcome drip,Lifecycle,42,1825,24,14,9,5,0.07,0.989,91.0,78.0
2026-02-16,MKT-DC,Capital Core,Core,winback_drip,Winback drip,Lifecycle,47,4059,52,36,25,12,0.17,3.923,91.0,78.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,paid_search,Paid search,Paid media,1668,111865,617,325,216,105,1.62,0.22,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,paid_social,Paid social,Paid media,1365,91144,586,347,223,175,2.7,1.666,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,organic_social,Organic social,Organic,54,3342,7,3,2,1,0.02,-0.653,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,driver_referral,Driver referral,Referral,200,9170,62,37,30,18,0.28,0.652,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,rider_referral,Rider referral,Referral,379,26290,254,148,126,90,1.39,3.772,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,888,92284,996,418,294,231,3.56,3.26,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,in_vehicle,In-vehicle cards,Field marketing,814,89100,880,424,273,202,3.11,3.214,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,welcome_drip,Welcome drip,Lifecycle,39,2691,11,5,3,1,0.02,-0.444,86.0,82.0
2026-02-16,MKT-BAL,Harbor Commuter,Core,winback_drip,Winback drip,Lifecycle,40,2549,29,10,7,5,0.08,1.162,86.0,82.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,paid_search,Paid search,Paid media,1445,114553,434,213,155,87,4.36,0.206,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,paid_social,Paid social,Paid media,1675,112457,1169,544,316,210,10.51,1.524,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,organic_social,Organic social,Organic,54,4181,33,14,10,7,0.35,1.16,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,driver_referral,Driver referral,Referral,100,4308,39,22,16,11,0.55,0.978,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,rider_referral,Rider referral,Referral,215,10229,87,38,22,12,0.6,-0.062,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,vehicle_exterior,Vehicle exterior ads,Field marketing,1036,53553,287,185,109,70,3.5,0.347,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,in_vehicle,In-vehicle cards,Field marketing,354,24968,85,55,38,28,1.4,0.717,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,welcome_drip,Welcome drip,Lifecycle,19,1616,27,15,10,7,0.35,6.402,73.0,69.0
2026-02-16,MKT-NYC,Metro Outer Boroughs,Scale,winback_drip,Winback drip,Lifecycle,14,1239,19,11,6,4,0.2,5.165,73.0,69.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,paid_search,Paid search,Paid media,1014,65781,620,330,220,171,6.8,2.632,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,paid_social,Paid social,Paid media,2316,96195,627,200,135,84,3.34,-0.251,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,organic_social,Organic social,Organic,107,4591,39,19,11,7,0.28,0.236,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,driver_referral,Driver referral,Referral,407,32246,283,124,70,41,1.63,0.883,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,rider_referral,Rider referral,Referral,469,42952,630,300,187,119,4.73,3.001,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1051,98272,925,274,150,78,3.1,0.615,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1103,63039,534,245,163,79,3.14,0.552,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,welcome_drip,Welcome drip,Lifecycle,44,3029,44,13,7,5,0.2,0.847,62.0,73.0
2026-02-16,MKT-MIA,South Florida Launch,Launch,winback_drip,Winback drip,Lifecycle,41,2381,40,11,5,2,0.08,-0.032,62.0,73.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,paid_search,Paid search,Paid media,2361,183634,1126,469,238,142,6.36,0.041,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,paid_social,Paid social,Paid media,870,62494,547,228,117,80,3.58,0.559,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,organic_social,Organic social,Organic,109,6068,71,22,12,9,0.4,0.494,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,driver_referral,Driver referral,Referral,192,11390,214,65,29,21,0.94,0.838,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,rider_referral,Rider referral,Referral,282,11295,109,30,16,7,0.31,-0.545,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1368,130353,733,225,110,71,3.18,0.124,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,489,50866,230,79,47,29,1.3,0.006,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,welcome_drip,Welcome drip,Lifecycle,68,2838,25,9,4,2,0.09,-0.36,55.0,61.0
2026-02-16,MKT-HOU,Gulf Launch,Launch,winback_drip,Winback drip,Lifecycle,22,1570,11,5,2,1,0.04,-0.265,55.0,61.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,paid_search,Paid search,Paid media,1714,136279,584,175,89,57,2.7,-0.469,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,paid_social,Paid social,Paid media,2480,146035,2202,667,328,178,8.42,0.57,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,organic_social,Organic social,Organic,87,4357,22,9,5,2,0.09,-0.605,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,driver_referral,Driver referral,Referral,142,8922,138,50,22,13,0.61,0.919,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,rider_referral,Rider referral,Referral,438,27142,256,84,39,23,1.09,0.061,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1744,154037,1626,728,364,262,12.39,1.727,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,813,71434,546,236,126,84,3.97,0.636,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,welcome_drip,Welcome drip,Lifecycle,76,4660,94,24,10,6,0.28,0.312,52.0,64.0
2026-02-16,MKT-DFW,North Texas Launch,Launch,winback_drip,Winback drip,Lifecycle,38,1753,15,4,2,1,0.05,-0.509,52.0,64.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,paid_search,Paid search,Paid media,1007,81059,333,81,42,19,0.95,-0.603,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,paid_social,Paid social,Paid media,1660,138438,1179,510,243,180,9.01,1.016,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,organic_social,Organic social,Organic,59,2762,10,4,1,0,0.0,-1.0,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,driver_referral,Driver referral,Referral,210,18290,112,28,14,8,0.4,-0.291,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,rider_referral,Rider referral,Referral,249,15476,67,23,11,6,0.3,-0.573,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1028,91999,1361,360,190,149,7.46,1.432,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1056,82008,1029,376,202,117,5.86,0.899,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,welcome_drip,Welcome drip,Lifecycle,40,1632,14,4,1,0,0.0,-1.0,49.0,58.0
2026-02-16,MKT-ATL,Southeast Launch,Launch,winback_drip,Winback drip,Lifecycle,70,2778,51,22,8,5,0.25,0.248,49.0,58.0
2026-02-16,MKT-GSO,Triad Local,Emerging,paid_search,Paid search,Paid media,1400,73633,385,100,62,49,2.71,-0.361,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,paid_social,Paid social,Paid media,789,50809,258,91,64,31,1.71,-0.221,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,organic_social,Organic social,Organic,32,2609,6,1,0,0,0.0,-1.0,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,driver_referral,Driver referral,Referral,196,16657,173,38,24,18,0.99,0.699,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,rider_referral,Rider referral,Referral,127,6194,66,14,7,5,0.28,-0.389,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,vehicle_exterior,Vehicle exterior ads,Field marketing,618,53227,216,73,48,30,1.66,-0.025,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,in_vehicle,In-vehicle cards,Field marketing,454,20888,92,21,11,7,0.39,-0.664,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,welcome_drip,Welcome drip,Lifecycle,32,2522,15,3,2,1,0.06,-0.432,66.0,77.0
2026-02-16,MKT-GSO,Triad Local,Emerging,winback_drip,Winback drip,Lifecycle,24,1599,16,5,2,1,0.06,-0.337,66.0,77.0
2026-02-17,MKT-DC,Capital Core,Core,paid_search,Paid search,Paid media,1885,149441,1310,500,399,194,2.82,0.989,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,paid_social,Paid social,Paid media,2404,132771,866,558,395,221,3.21,0.717,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,organic_social,Organic social,Organic,101,5762,32,16,13,9,0.13,0.944,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,driver_referral,Driver referral,Referral,286,17348,66,27,18,14,0.2,-0.04,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,rider_referral,Rider referral,Referral,196,9744,32,17,11,5,0.07,-0.522,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,661,50981,488,254,215,110,1.6,2.628,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,in_vehicle,In-vehicle cards,Field marketing,587,49887,224,122,90,47,0.68,0.496,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,welcome_drip,Welcome drip,Lifecycle,52,3693,43,23,16,9,0.13,2.457,91.0,78.0
2026-02-17,MKT-DC,Capital Core,Core,winback_drip,Winback drip,Lifecycle,47,2725,17,11,8,6,0.09,1.728,91.0,78.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,paid_search,Paid search,Paid media,1251,86531,430,165,107,60,0.93,-0.059,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,paid_social,Paid social,Paid media,1829,115897,325,154,99,71,1.09,-0.241,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,organic_social,Organic social,Organic,70,5598,42,17,11,8,0.12,0.815,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,driver_referral,Driver referral,Referral,336,22962,288,173,127,71,1.09,3.488,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,rider_referral,Rider referral,Referral,129,10025,50,27,18,13,0.2,0.839,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,vehicle_exterior,Vehicle exterior ads,Field marketing,799,37743,311,170,108,66,1.02,0.769,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,in_vehicle,In-vehicle cards,Field marketing,563,53343,204,83,56,39,0.6,0.278,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,welcome_drip,Welcome drip,Lifecycle,44,2984,24,10,7,4,0.06,0.781,86.0,82.0
2026-02-17,MKT-BAL,Harbor Commuter,Core,winback_drip,Winback drip,Lifecycle,36,1997,23,7,5,3,0.05,0.678,86.0,82.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,paid_search,Paid search,Paid media,1188,55625,512,202,133,77,3.85,0.039,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,paid_social,Paid social,Paid media,1134,82394,600,249,190,140,7.01,1.273,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,organic_social,Organic social,Organic,27,1966,13,4,3,1,0.05,-0.416,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,driver_referral,Driver referral,Referral,188,10422,144,83,48,34,1.7,2.382,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,rider_referral,Rider referral,Referral,152,10616,62,34,19,13,0.65,0.649,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,vehicle_exterior,Vehicle exterior ads,Field marketing,455,36558,439,264,169,109,5.46,3.509,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,in_vehicle,In-vehicle cards,Field marketing,354,36740,279,159,108,66,3.3,3.063,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,welcome_drip,Welcome drip,Lifecycle,16,942,5,3,1,0,0.0,-1.0,73.0,69.0
2026-02-17,MKT-NYC,Metro Outer Boroughs,Scale,winback_drip,Winback drip,Lifecycle,36,1473,17,9,7,3,0.15,0.569,73.0,69.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,paid_search,Paid search,Paid media,1987,177095,1261,462,314,209,8.31,0.743,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,paid_social,Paid social,Paid media,2481,108648,372,108,54,24,0.95,-0.833,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,organic_social,Organic social,Organic,47,2720,23,12,7,4,0.16,0.474,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,driver_referral,Driver referral,Referral,207,10802,202,102,65,34,1.35,2.527,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,rider_referral,Rider referral,Referral,132,5818,81,32,21,14,0.56,0.832,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,637,45456,344,101,58,35,1.39,-0.086,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,566,52175,326,114,70,55,2.19,0.625,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,welcome_drip,Welcome drip,Lifecycle,73,5895,95,44,24,11,0.44,1.695,62.0,73.0
2026-02-17,MKT-MIA,South Florida Launch,Launch,winback_drip,Winback drip,Lifecycle,70,4704,42,18,10,6,0.24,0.536,62.0,73.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,paid_search,Paid search,Paid media,2090,125447,1741,487,233,117,5.24,0.204,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,paid_social,Paid social,Paid media,956,54058,844,407,187,107,4.79,1.195,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,organic_social,Organic social,Organic,130,7722,81,37,22,14,0.63,1.033,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,driver_referral,Driver referral,Referral,262,19633,338,125,61,45,2.02,2.079,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,rider_referral,Rider referral,Referral,367,28806,406,196,93,63,2.82,1.834,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,708,55003,796,332,162,116,5.2,1.862,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,329,21308,140,62,34,16,0.72,-0.103,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,welcome_drip,Welcome drip,Lifecycle,54,3052,33,10,5,3,0.13,0.09,55.0,61.0
2026-02-17,MKT-HOU,Gulf Launch,Launch,winback_drip,Winback drip,Lifecycle,52,2063,31,14,7,4,0.18,0.241,55.0,61.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,paid_search,Paid search,Paid media,1696,67989,564,253,123,79,3.74,-0.253,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,paid_social,Paid social,Paid media,2834,159323,1780,629,292,189,8.94,0.339,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,organic_social,Organic social,Organic,56,3922,34,8,3,1,0.05,-0.702,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,driver_referral,Driver referral,Referral,191,14459,174,78,35,17,0.8,0.548,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,rider_referral,Rider referral,Referral,458,29429,116,48,26,20,0.95,-0.104,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1718,127843,1473,663,284,143,6.76,0.691,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,1051,95525,374,136,71,48,2.27,-0.261,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,welcome_drip,Welcome drip,Lifecycle,30,1281,24,9,4,2,0.09,0.139,52.0,64.0
2026-02-17,MKT-DFW,North Texas Launch,Launch,winback_drip,Winback drip,Lifecycle,72,3462,25,9,4,2,0.09,-0.483,52.0,64.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,paid_search,Paid search,Paid media,868,43869,211,56,27,12,0.6,-0.78,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,paid_social,Paid social,Paid media,1649,141056,774,337,174,127,6.36,0.288,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,organic_social,Organic social,Organic,111,8014,64,26,10,5,0.25,-0.153,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,driver_referral,Driver referral,Referral,222,11397,193,80,35,18,0.9,0.395,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,rider_referral,Rider referral,Referral,257,19087,344,111,53,40,2.0,2.17,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,vehicle_exterior,Vehicle exterior ads,Field marketing,1788,155145,992,348,161,77,3.85,-0.165,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,in_vehicle,In-vehicle cards,Field marketing,562,39949,413,170,89,50,2.5,0.689,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,welcome_drip,Welcome drip,Lifecycle,62,4891,95,34,16,11,0.55,2.441,49.0,58.0
2026-02-17,MKT-ATL,Southeast Launch,Launch,winback_drip,Winback drip,Lifecycle,65,5893,77,28,11,7,0.35,1.323,49.0,58.0
2026-02-17,MKT-GSO,Triad Local,Emerging,paid_search,Paid search,Paid media,907,78899,534,138,80,59,3.26,0.227,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,paid_social,Paid social,Paid media,1438,123797,480,159,92,64,3.54,-0.206,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,organic_social,Organic social,Organic,32,2468,19,5,2,1,0.06,-0.347,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,driver_referral,Driver referral,Referral,215,13793,87,25,15,7,0.39,-0.367,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,rider_referral,Rider referral,Referral,98,4723,60,21,12,9,0.5,0.772,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,vehicle_exterior,Vehicle exterior ads,Field marketing,722,62309,415,90,55,31,1.71,-0.295,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,in_vehicle,In-vehicle cards,Field marketing,213,13540,109,26,17,13,0.72,0.218,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,welcome_drip,Welcome drip,Lifecycle,20,1124,12,2,1,0,0.0,-1.0,66.0,77.0
2026-02-17,MKT-GSO,Triad Local,Emerging,winback_drip,Winback drip,Lifecycle,24,1108,10,2,1,0,0.0,-1.0,66.0,77.0
2026-02-18,MKT-DC,Capital Core,Core,paid_search,Paid search,Paid media,2011,143109,1582,1020,662,359,5.21,2.239,91.0,78.0
2026-02-18,MKT-DC,Capital Core,Core,paid_social,Paid social,Paid media,881,33628,328,171,141,106,1.54,1.214,91.0,78.0
2026-02-18,MKT-DC,Capital Core,Core,organic_social,Organic social,Organic,46,3584,17,9,6,3,0.04,0.126,91.0,78.0
